title,authors,date,tags,link
Kosovar artist's doodle sculptures take over New York's Met rooftop,['Elise Morton'],2024-05-02,"['Kosovo', 'New York', 'Sculpture']",https://www.euronews.com/culture/2024/05/02/kosovar-artists-doodle-sculptures-take-over-new-yorks-met-rooftop
"White sand beaches, sharks and seafood: The Isles of Scilly is the UK’s most ‘tropical’ destination",Saskia O'Donoghue,2024-05-02,"['Floods', 'United Kingdom', 'sea level', 'coastal erosion', 'Ocean', 'climate change']",https://www.euronews.com/travel/2024/05/02/isles-of-scilly-why-you-need-to-visit-the-uk-s-most-scenic-destination-before-it-s-too-lat
Israel re-opens Erez crossing to allow more aid to reach northern Gaza,"['Angela Skujins', 'EBU']",2024-05-02,"['The Gaza Strip', 'Antony BLINKEN', 'Palestine', 'Israel Hamas war', 'Humanitarian aid']",https://www.euronews.com/2024/05/02/israel-re-opens-erez-crossing-to-allow-more-aid-to-reach-northern-gaza
Von der Leyen condemns violence as Georgia's parliament passes 'Russian law',['Aïda Sanchez Alonso'],2024-05-02,"['Press freedom', 'Tbilisi', 'Ursula von der Leyen', 'Georgia', 'EU membership']",https://www.euronews.com/my-europe/2024/05/02/von-der-leyen-condemns-violence-as-georgias-parliament-passes-russian-law
Labour Day: Workers and activists take to the streets across the world,"['Euronews', 'AP']",2024-05-02,"['1st of May', 'France', 'labour day', 'Athens', 'Greece', 'Protesters']",https://www.euronews.com/2024/05/01/protests-across-the-world-on-may-day
France's May Day protests turn into political battlefield ahead of EU elections,"['Euronews', 'AP']",2024-05-02,"['France', 'labour day', 'European elections 2024']",https://www.euronews.com/my-europe/2024/05/01/frances-may-day-protests-turn-into-political-battlefield-ahead-of-eu-elections
Here’s how Big Oil repeatedly misled the public over their private downplaying of climate crisis,['Jeremy Wilks'],2024-05-02,"['oil industry', 'Big Oil', 'ExxonMobil', 'Democrats', 'Climate crisis', 'Global warming and climate change']",https://www.euronews.com/green/2024/05/01/heres-how-big-oil-repeatedly-misled-the-public-over-their-private-downplaying-of-climate-c
Two men charged with cutting down famous 150-year-old tree near Hadrian’s Wall,"['Euronews Green', 'AP']",2024-05-01,"['tree-planting', 'tree', 'nature', 'Vandalism', 'damage', 'Crime']",https://www.euronews.com/green/2024/05/01/two-men-charged-with-cutting-down-famous-150-year-old-tree-near-hadrians-wall
How can you contribute to a greener world? Insights from Graz in Austria and Berlin,"['Euronews Green', 'AP']",2024-05-01,"['Environmental protection', 'Activism', 'Ecology']",https://www.euronews.com/green/2024/05/01/how-can-you-contribute-to-a-greener-world-insights-from-graz-austria-and-berlin
Want to foster climate action through video? Meet the EU Climate Pact Ambassador who films his work,Cyril Fourneris,2024-05-01,"['Environmental protection', 'Activism', 'Ecology']",https://www.euronews.com/green/2024/05/01/want-to-foster-climate-action-through-video-meet-the-eu-climate-pact-ambassador-who-films-
The Brussels boost: are the 'team of eight' richer and happier 20 years on?,Indrabati Lahiri,2024-05-02,"['GDP', 'EU Single Market', 'EU membership']",https://www.euronews.com/business/2024/05/01/the-brussels-boost-are-the-team-of-eight-richer-and-happier-20-years-on
Euroviews. The EU's Digital Markets Act is a double-edged sword,Sophia Khatsenkova,2024-05-01,"['regulation', 'European Union', 'Euroviews', 'Digital Markets Act', 'Big Tech']",https://www.euronews.com/my-europe/2024/05/01/the-eus-digital-markets-act-is-a-double-edged-sword
Japanese town builds giant screen to block views of Mount Fuji and deter tourist crowds,Katy Dartford,2024-05-02,"['Travel destinations', 'Mount Fuji', 'overtourism', 'Tourists', 'Japan', 'international travel']",https://www.euronews.com/travel/2024/05/01/japanese-town-builds-giant-screen-to-block-views-of-mount-fuji-and-deter-tourist-crowds
"El Niño not climate change key to drought that caused Panama Canal disruption, study says","['Euronews Green', 'AP']",2024-05-01,"['Drought', 'Panama', 'El Niño', 'rain', 'Canal', 'Shipping']",https://www.euronews.com/green/2024/05/01/el-nino-not-climate-change-key-to-drought-that-caused-panama-canal-disruption-study-says
Daniel Radcliffe speaks out on J.K. Rowling rift over trans rights,['Elise Morton'],2024-05-02,"['J.K. Rowling', 'transgender', 'LGBTQ+', 'Cinema', 'film', 'Harry Potter']",https://www.euronews.com/culture/2024/05/01/daniel-radcliffe-speaks-out-on-jk-rowling-rift-over-trans-rights
French experts recommend cutting screen time for children under 3 and social media for teens,Pascale Davies,2024-05-01,"['Technology', 'Social Media', 'Children']",https://www.euronews.com/next/2024/05/01/french-experts-recommend-cutting-screen-time-for-children-under-3-and-social-media-for-tee
Long-range Houthi strike in Arabian Sea raises concerns over rebel capabilities,"['Euronews', 'AP']",2024-05-01,"['Iran Army', 'Israel', 'The Gaza Strip', 'Israeli-Palestinian conflict', 'Houthis']",https://www.euronews.com/2024/05/01/long-range-houthi-strike-in-arabian-sea-raises-concerns-over-rebel-capabilities
Von der Leyen condemns police violence against protesters in Georgia,['Irakli Machaidze'],2024-05-01,"['Police violence', 'Tbilisi', 'European Union', 'Georgia politics', 'interior politics', 'Josep Borrell']",https://www.euronews.com/my-europe/2024/05/01/unacceptable-eu-foreign-policy-chief-condemns-police-violence-against-protestors-in-georgi
Warsaw synagogue hit with apparent firebomb attack,"['Euronews', 'AP']",2024-05-01,"['Warsaw', 'Poland', 'antisemitism', 'Synagogue', 'Jewish community']",https://www.euronews.com/2024/05/01/warsaw-synagogue-hit-with-apparent-firebomb-attack
‘Deliberately ambitious’: Eurostar promises to power its trains with 100% renewable energy by 2030,Angela Symons,2024-05-01,"['Renewable energies', 'Sustainable tourism', 'wind energy', 'Eurostar', 'Rail transport', 'Trains']",https://www.euronews.com/green/2024/05/01/deliberately-ambitious-eurostar-promises-to-power-its-trains-with-100-renewable-energy-by-
'Titanic'? 'The Godfather'? 'Psycho'? The Best Film of All Time revealed by Rotten Tomatoes,David Mouriquand,2024-05-01,"['Culture', 'Cinema', 'film']",https://www.euronews.com/culture/2024/05/01/titanic-the-godfather-psycho-the-best-film-of-all-time-revealed-by-rotten-tomatoes
‘People are scared’: Scramble to stop spread of cholera as rising cases grip France’s Mayotte,['AP & Euronews'],2024-05-02,"['France', 'Mayotte', 'Cholera epidemic', 'cholera']",https://www.euronews.com/health/2024/05/01/people-are-scared-scramble-to-stop-spread-of-cholera-as-rising-cases-grip-frances-mayotte
Why are we still being scammed by immersive art exhibitions?,David Mouriquand,2024-05-01,"['Painter', 'Exhibition', 'Warsaw', 'Digitalisation', 'van Gogh', 'Europe']",https://www.euronews.com/culture/2024/05/01/why-are-we-still-being-scammed-by-immersive-art-exhibitions
How working abroad can kickstart careers for young NEETs,['Euronews'],2024-05-01,"['European politics', 'Jobs', 'Youth']",https://www.euronews.com/business/2024/05/01/how-working-abroad-can-kickstart-careers-for-young-neets
"From sword dancing to modern theatre, performing arts are on a show in Qatar","['Euronews', 'AP']",2024-05-01,"['Tradition', 'Theater', 'Qatar']",https://www.euronews.com/2024/05/01/from-sword-dancing-to-modern-theatre-performing-arts-are-on-a-show-in-qatar
Boost for Adidas profits as UK PM Sunak fails to put his foot in it with Samba trainers,['Rebekah Daunt'],2024-05-01,"['Adidas', 'Rishi Sunak', 'Profits', 'Tories']",https://www.euronews.com/business/2024/05/01/boost-for-adidas-profits-as-uk-pm-sunak-fails-to-put-his-foot-in-it-with-samba-trainers
From Tallinn to NYC: Esther art fair brings Estonian flair to Manhattan,David Mouriquand,2024-05-01,"['Contemporary art', 'New York', 'Estonia']",https://www.euronews.com/culture/2024/05/01/from-tallinn-to-nyc-esther-art-fair-brings-estonian-flair-to-manhattan
Kendrick Lamar posts another new Drake diss track: A short history of their beef,['Elise Morton'],2024-05-01,"['Hip-hop', 'Rap', 'Music', 'United States']",https://www.euronews.com/culture/2024/05/01/euphoria-a-short-history-of-kendrick-lamars-beef-with-drake
BBVA-Sabadell potential merger: A sign of things to come within eurozone banking?,Indrabati Lahiri,2024-05-01,"['Mergers and acquisitions', 'Spain', 'Banking']",https://www.euronews.com/business/2024/05/01/bbva-sabadell-potential-merger-a-sign-of-things-to-come-within-eurozone-banking
Scientists using Google Cloud discover new asteroids that could wipe out entire cities,Pascale Davies,2024-05-01,"['Space telescope', 'Artificial intelligence', 'asteroid', 'Google', 'Science']",https://www.euronews.com/next/2024/05/01/scientists-using-google-cloud-discover-new-asteroids-that-could-wipe-out-entire-cities
EU celebrates anniversary of 'Big Bang' enlargement with a splash of colour,['Euronews'],2024-05-01,"['Migrant Crisis', 'United Kingdom', 'asylum seekers', 'Migration Policy', 'Ireland']",https://www.euronews.com/my-europe/2024/05/01/eu-celebrates-largest-ever-enlargement-anniversary-with-colourful-display
Iranian authorities ban crew of film by Mohammad Rasoulof from attending Cannes Film Festival,David Mouriquand,2024-05-01,"['Censorship', 'Cannes Film Festival', 'film', 'Iran', 'Iran Protests 2022', 'Cinema']",https://www.euronews.com/culture/2024/05/01/iranian-authorities-ban-crew-of-film-by-mohammad-rasoulof-from-attending-cannes-film-festi
Los Angeles police break up pro-Palestinian protest at UCLA,Euronews,2024-05-01,"['Protests', 'Palestine', 'Israel Hamas war']",https://www.euronews.com/2024/05/01/clashes-erupt-between-pro-palestinian-and-pro-israeli-forces-at-los-angeles-campus
'Hell’s Kitchen' and 'Stereophonic' lead 2024 Tony Nominations – Who else is in the running?,"['Euronews', 'AP']",2024-05-01,"['Sweden', 'Eurovision song contest', 'Police', 'Security']",https://www.euronews.com/culture/2024/05/01/hells-kitchen-and-stereophonic-lead-2024-tony-nominations-who-else-is-in-the-running
Chinese scientist allowed back in his lab after sit-in protest,"['Euronews', 'AP']",2024-05-01,"['China', 'COVID-19', 'Asia']",https://www.euronews.com/health/2024/05/01/chinese-scientist-allowed-back-in-his-lab-after-sit-in-protest
"Sweden prepares for Eurovision amidst fears of protests, cyberattacks and unrest","['Euronews', 'AP']",2024-05-01,"['Sweden', 'Eurovision song contest', 'Police', 'Security']",https://www.euronews.com/culture/2024/05/01/sweden-prepares-for-eurovision-amidst-fears-of-protests-cyberattacks-and-unrest
Euroviews. 'Quiet hiring' is silently revolutionising the workplace,['Piero Cingari'],2024-05-01,"['labor market', 'Workforce', 'Euroviews', 'employment', 'Business']",https://www.euronews.com/business/2024/05/01/quiet-hiring-is-silently-revolutionising-the-workplace
New York mayor says at least 300 arrested in pro-Palestinian protests,"['Euronews', 'AP']",2024-05-01,"['university', 'Antony BLINKEN', 'Israel Hamas war']",https://www.euronews.com/2024/05/01/police-clear-pro-palestinian-protesters-from-columbia-university
Apple preview: Key metrics to watch for in upcoming earnings report,['René Janssen'],2024-05-01,"['Artificial intelligence', 'Wall Street', 'Big Tech']",https://www.euronews.com/business/2024/05/01/key-metrics-to-watch-for-in-apples-upcoming-earnings-report
Tenerife targets US tourists in drive to promote the island as an exclusive luxury destination,['The AP'],2024-05-01,"['Luxury', 'Canary Islands', 'Sustainable tourism', 'overtourism', 'Tenerife', 'United States']",https://www.euronews.com/travel/2024/05/01/tenerife-targets-us-tourists-in-drive-to-promote-the-island-as-an-exclusive-luxury-destina
Here's the two European countries with no female listed company CEOs,['Tina Teng'],2024-05-01,"['Luxembourg', 'Gender bias', 'business life', 'work', 'Gender', 'Ireland']",https://www.euronews.com/business/2024/05/01/heres-the-two-european-countries-with-no-female-listed-company-ceos
Ireland to resume sending asylum seekers back to the UK 'by end of May',['Euronews'],2024-05-01,"['Migrant Crisis', 'United Kingdom', 'asylum seekers', 'Migration Policy', 'Ireland']",https://www.euronews.com/my-europe/2024/05/01/ireland-to-resume-sending-asylum-seekers-back-to-the-uk-by-end-of-may
Police beat and arrest Tbilisi protesters as parliament debates controversial transparency law,"['Euronews', 'AP, EBU']",2024-05-01,"['Tbilisi', 'European Union', 'Soviet Union', 'Russia', 'Georgia']",https://www.euronews.com/my-europe/2024/05/01/police-beat-and-arrest-tbilisi-protesters-as-parliament-debates-controversial-transparency
Europe's travel strikes: Flight and train disruption you can expect in April and May,['Euronews Travel'],2024-05-01,"['United Kingdom', 'France', 'Airport', 'Spain', 'strikes', 'Airlines']",https://www.euronews.com/travel/2024/05/01/europes-summer-travel-strikes-when-where-and-what-disruption-you-can-expect-in-august
"US novelist Paul Auster, author of 'The New York Trilogy' and 'The Brooklyn Follies' dies aged 77",David Mouriquand,2024-05-01,"['Author', 'Literature', 'Obituary', 'Cinema', 'film', 'United States']",https://www.euronews.com/culture/2024/05/01/us-novelist-paul-auster-author-of-the-new-york-trilogy-and-the-brooklyn-follies-dies-aged-
No Mow May: How to turn your garden into a haven for butterflies this spring,Angela Symons,2024-05-01,"['rewilding', 'Bees', 'Gardening', 'climate change', 'Insects', 'flowers']",https://www.euronews.com/green/2024/05/01/weeds-for-the-win-how-to-turn-your-garden-into-a-haven-for-insects
Riding the AI Wave: Amazon’s growth accelerates in the first quarter,['Tina Teng'],2024-05-01,"['stock exchange', 'Stock market activity', 'Amazon', 'Artificial intelligence']",https://www.euronews.com/business/2024/05/01/riding-the-ai-wave-amazons-growth-accelerates-in-the-first-quarter
French chefs rustle up gourmet treats for athletes at Paris Olympics,David Mouriquand,2024-05-01,"['France', 'Paris', 'Paris Olympics', 'Olympic Games', 'Olympics']",https://www.euronews.com/culture/2024/05/01/french-chefs-rustle-up-gourmet-treats-for-athletes-at-paris-olympics
Kremlin brags about Western arms captured from Ukraine at Moscow show,"['Euronews', 'AP']",2024-05-01,"['Video', 'Exhibition', 'Weapons', 'Moscow', 'Ukraine war', 'Russia-Ukraine invasion']",https://www.euronews.com/2024/05/01/moscow-exhibition-showcases-western-tanks-captured-from-ukraine
Could climate change give penguins cataracts? Scientists investigate impact of longer ozone holes,Lottie Limb,2024-05-01,"['wildlife', 'Antarctica', 'Australia wildfires', 'climate change', 'radiation', 'ozone']",https://www.euronews.com/green/2024/05/01/could-climate-change-give-penguins-cataracts-scientists-investigate-impact-of-longer-ozone
Majority of Germany's 'open door' refugees have entered the labour force,['Tina Teng'],2024-05-01,"['asylum seekers', 'labour force', 'Refugees']",https://www.euronews.com/business/2024/05/01/majority-of-germanys-open-door-refugees-have-entered-the-labour-force
"EU Policy. Scandal, bullying and iconoclasm: How MEPs lost their political way",['Jack Schickler'],2024-05-01,"['European Parliament', 'EU Policy', 'European Parliament corruption scandal']",https://www.euronews.com/my-europe/2024/05/01/scandal-bullying-and-iconoclasm-how-meps-lost-their-political-way
"Pravda, Russia's disinformation network, 'expanding' in Europe despite efforts to stop it",Anna Desmarais,2024-05-01,"['Russia', 'disinformation', 'European elections 2024']",https://www.euronews.com/next/2024/05/01/pravda-russias-disinformation-network-expanding-in-europe-despite-efforts-to-stop-it
EU elections: Christian Democrats lead German polls while far right pulls into second place,['Jack Schickler'],2024-05-01,"['European Parliament', 'European Union', 'Ursula von der Leyen', 'Far-right', 'European elections 2024']",https://www.euronews.com/my-europe/2024/05/01/christian-democrats-lead-the-eu-elections-polls-in-germany
Major renovations lead nominations for UK Museum of the Year 2024,Jonny Walfisz,2024-05-01,"['Museum', 'United Kingdom', 'Heritage', 'Gallery', 'Cultural Heritage', 'Awards']",https://www.euronews.com/culture/2024/05/01/major-renovations-lead-nominations-for-uk-museum-of-the-year-2024
The EU’s new multiple entry visa scheme is making it easier for Indians to travel to Europe,['Euronews Travel'],2024-05-01,"['Travel visa', 'European Union', 'Travel restrictions', 'passport', 'India', 'Schengen visa']",https://www.euronews.com/travel/2024/05/01/the-eus-new-multiple-entry-visa-scheme-is-making-it-easier-for-indians-to-travel-to-europe
Alarming lack of charging points means EU climate goals are still out of reach,Doloresz Katanich,2024-05-01,"['EVs', 'Paris agreement on climate', 'Green transportation', 'net-zero', 'electric car']",https://www.euronews.com/business/2024/05/01/alarming-lack-of-charging-points-means-eu-climate-goals-are-still-out-of-reach
Fact-check: Does having flat feet bring health problems?,Sergio Cantone,2024-05-01,"['Fact checking', 'Health', 'TheCube']",https://www.euronews.com/my-europe/2024/05/01/fact-check-does-having-flat-feet-bring-health-problems
Comfort and scepticism: Poland marks 20 years of EU membership,['Magdalena Chodownik'],2024-05-01,"['Poland', 'European Union', 'Euroscepticism']",https://www.euronews.com/my-europe/2024/05/01/comfort-and-scepticism-poland-marks-20-years-of-eu-membership
